hour_of_year,timestamp,date,month,weekday,weekday_number,hour,equivalent_day,dtu_profile_value,load_mw,energy_mwh,cumulative_energy_mwh,source_method
6877,2023-10-14 12:00:00,2023-10-14,10,Saturday,6,12,69,55.289055359999985,23.342332644856153,23.342332644856153,207257.25978017852,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6878,2023-10-14 13:00:00,2023-10-14,10,Saturday,6,13,69,54.11269247999999,22.845687269433686,22.845687269433686,207280.10546744795,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6879,2023-10-14 14:00:00,2023-10-14,10,Saturday,6,14,69,52.9363296,22.34904189401122,22.34904189401122,207302.45450934197,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6880,2023-10-14 15:00:00,2023-10-14,10,Saturday,6,15,69,52.9363296,22.34904189401122,22.34904189401122,207324.803551236,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6881,2023-10-14 16:00:00,2023-10-14,10,Saturday,6,16,69,54.11269247999999,22.845687269433686,22.845687269433686,207347.64923850543,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6882,2023-10-14 17:00:00,2023-10-14,10,Saturday,6,17,69,58.818144,24.832268771123573,24.832268771123573,207372.48150727656,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6883,2023-10-14 18:00:00,2023-10-14,10,Saturday,6,18,69,58.818144,24.832268771123573,24.832268771123573,207397.3137760477,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6884,2023-10-14 19:00:00,2023-10-14,10,Saturday,6,19,69,58.818144,24.832268771123573,24.832268771123573,207422.14604481883,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6885,2023-10-14 20:00:00,2023-10-14,10,Saturday,6,20,69,57.05359968,24.087300707989865,24.087300707989865,207446.23334552682,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6886,2023-10-14 21:00:00,2023-10-14,10,Saturday,6,21,69,54.70087391999999,23.09400995714492,23.09400995714492,207469.32735548395,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6887,2023-10-14 22:00:00,2023-10-14,10,Saturday,6,22,69,48.819059519999996,20.610783080032565,20.610783080032565,207489.938138564,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6888,2023-10-14 23:00:00,2023-10-14,10,Saturday,6,23,69,48.819059519999996,20.610783080032565,20.610783080032565,207510.54892164405,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6889,2023-10-15 00:00:00,2023-10-15,10,Sunday,7,0,70,45.574425600000005,19.240940101557353,19.240940101557353,207529.7898617456,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6890,2023-10-15 01:00:00,2023-10-15,10,Sunday,7,1,70,46.14410592,19.481451852826815,19.481451852826815,207549.27131359844,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6891,2023-10-15 02:00:00,2023-10-15,10,Sunday,7,2,70,46.71378624,19.72196360409628,19.72196360409628,207568.99327720253,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6892,2023-10-15 03:00:00,2023-10-15,10,Sunday,7,3,70,47.853146880000004,20.20298710663522,20.20298710663522,207589.19626430917,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6893,2023-10-15 04:00:00,2023-10-15,10,Sunday,7,4,70,48.99250752000001,20.684010609174155,20.684010609174155,207609.88027491834,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6894,2023-10-15 05:00:00,2023-10-15,10,Sunday,7,5,70,48.99250752000001,20.684010609174155,20.684010609174155,207630.5642855275,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6895,2023-10-15 06:00:00,2023-10-15,10,Sunday,7,6,70,50.70154848000001,21.405545862982553,21.405545862982553,207651.96983139048,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6896,2023-10-15 07:00:00,2023-10-15,10,Sunday,7,7,70,51.2712288,21.64605761425202,21.64605761425202,207673.61588900472,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6897,2023-10-15 08:00:00,2023-10-15,10,Sunday,7,8,70,52.41058944,22.127081116790954,22.127081116790954,207695.7429701215,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6898,2023-10-15 09:00:00,2023-10-15,10,Sunday,7,9,70,53.54995008,22.608104619329886,22.608104619329886,207718.35107474084,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6899,2023-10-15 10:00:00,2023-10-15,10,Sunday,7,10,70,54.68931072000001,23.089128121868825,23.089128121868825,207741.44020286272,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6900,2023-10-15 11:00:00,2023-10-15,10,Sunday,7,11,70,54.1196304,22.848616370599352,22.848616370599352,207764.28881923333,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6901,2023-10-15 12:00:00,2023-10-15,10,Sunday,7,12,70,53.54995008,22.608104619329886,22.608104619329886,207786.89692385268,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6902,2023-10-15 13:00:00,2023-10-15,10,Sunday,7,13,70,52.41058944,22.127081116790954,22.127081116790954,207809.02400496945,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6903,2023-10-15 14:00:00,2023-10-15,10,Sunday,7,14,70,51.2712288,21.64605761425202,21.64605761425202,207830.6700625837,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6904,2023-10-15 15:00:00,2023-10-15,10,Sunday,7,15,70,51.2712288,21.64605761425202,21.64605761425202,207852.31612019794,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6905,2023-10-15 16:00:00,2023-10-15,10,Sunday,7,16,70,52.41058944,22.127081116790954,22.127081116790954,207874.44320131472,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6906,2023-10-15 17:00:00,2023-10-15,10,Sunday,7,17,70,56.96803200000001,24.05117512694669,24.05117512694669,207898.49437644167,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6907,2023-10-15 18:00:00,2023-10-15,10,Sunday,7,18,70,56.96803200000001,24.05117512694669,24.05117512694669,207922.54555156862,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6908,2023-10-15 19:00:00,2023-10-15,10,Sunday,7,19,70,56.96803200000001,24.05117512694669,24.05117512694669,207946.59672669557,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6909,2023-10-15 20:00:00,2023-10-15,10,Sunday,7,20,70,55.258991040000005,23.32963987313829,23.32963987313829,207969.92636656872,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6910,2023-10-15 21:00:00,2023-10-15,10,Sunday,7,21,70,52.980269760000006,22.36759286806042,22.36759286806042,207992.29395943676,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6911,2023-10-15 22:00:00,2023-10-15,10,Sunday,7,22,70,47.28346656000001,19.96247535536575,19.96247535536575,208012.25643479213,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6912,2023-10-15 23:00:00,2023-10-15,10,Sunday,7,23,70,47.28346656000001,19.96247535536575,19.96247535536575,208032.2189101475,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6913,2023-10-16 00:00:00,2023-10-16,10,Monday,1,0,64,66.01536,27.870841394493517,27.870841394493517,208060.089751542,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6914,2023-10-16 01:00:00,2023-10-16,10,Monday,1,1,64,66.840552,28.219226911924686,28.219226911924686,208088.30897845392,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6915,2023-10-16 02:00:00,2023-10-16,10,Monday,1,2,64,67.665744,28.567612429355854,28.567612429355854,208116.87659088327,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6916,2023-10-16 03:00:00,2023-10-16,10,Monday,1,3,64,69.316128,29.264383464218195,29.264383464218195,208146.14097434748,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6917,2023-10-16 04:00:00,2023-10-16,10,Monday,1,4,64,70.966512,29.96115449908053,29.96115449908053,208176.10212884657,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6918,2023-10-16 05:00:00,2023-10-16,10,Monday,1,5,64,70.966512,29.96115449908053,29.96115449908053,208206.06328334566,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6919,2023-10-16 06:00:00,2023-10-16,10,Monday,1,6,64,73.442088,31.006311051374034,31.006311051374034,208237.06959439703,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6920,2023-10-16 07:00:00,2023-10-16,10,Monday,1,7,64,74.26728,31.354696568805206,31.354696568805206,208268.42429096584,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6921,2023-10-16 08:00:00,2023-10-16,10,Monday,1,8,64,75.917664,32.05146760366754,32.05146760366754,208300.4757585695,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6922,2023-10-16 09:00:00,2023-10-16,10,Monday,1,9,64,77.568048,32.748238638529884,32.748238638529884,208333.22399720803,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6923,2023-10-16 10:00:00,2023-10-16,10,Monday,1,10,64,79.218432,33.44500967339222,33.44500967339222,208366.66900688142,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6924,2023-10-16 11:00:00,2023-10-16,10,Monday,1,11,64,78.39324,33.09662415596105,33.09662415596105,208399.7656310374,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6925,2023-10-16 12:00:00,2023-10-16,10,Monday,1,12,64,77.568048,32.748238638529884,32.748238638529884,208432.51386967592,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6926,2023-10-16 13:00:00,2023-10-16,10,Monday,1,13,64,75.917664,32.05146760366754,32.05146760366754,208464.56533727958,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6927,2023-10-16 14:00:00,2023-10-16,10,Monday,1,14,64,74.26728,31.354696568805206,31.354696568805206,208495.92003384838,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6928,2023-10-16 15:00:00,2023-10-16,10,Monday,1,15,64,74.26728,31.354696568805206,31.354696568805206,208527.27473041718,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6929,2023-10-16 16:00:00,2023-10-16,10,Monday,1,16,64,75.917664,32.05146760366754,32.05146760366754,208559.32619802083,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6930,2023-10-16 17:00:00,2023-10-16,10,Monday,1,17,64,82.5192,34.838551743116895,34.838551743116895,208594.16474976396,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6931,2023-10-16 18:00:00,2023-10-16,10,Monday,1,18,64,82.5192,34.838551743116895,34.838551743116895,208629.0033015071,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6932,2023-10-16 19:00:00,2023-10-16,10,Monday,1,19,64,82.5192,34.838551743116895,34.838551743116895,208663.84185325023,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6933,2023-10-16 20:00:00,2023-10-16,10,Monday,1,20,64,80.043624,33.79339519082338,33.79339519082338,208697.63524844105,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6934,2023-10-16 21:00:00,2023-10-16,10,Monday,1,21,64,76.742856,32.399853121098715,32.399853121098715,208730.03510156216,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6935,2023-10-16 22:00:00,2023-10-16,10,Monday,1,22,64,68.490936,28.915997946787023,28.915997946787023,208758.95109950894,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6936,2023-10-16 23:00:00,2023-10-16,10,Monday,1,23,64,68.490936,28.915997946787023,28.915997946787023,208787.86709745572,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6937,2023-10-17 00:00:00,2023-10-17,10,Tuesday,2,0,65,68.74847999999999,29.024729732482097,29.024729732482097,208816.8918271882,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6938,2023-10-17 01:00:00,2023-10-17,10,Tuesday,2,1,65,69.60783599999999,29.387538854138125,29.387538854138125,208846.27936604235,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6939,2023-10-17 02:00:00,2023-10-17,10,Tuesday,2,2,65,70.467192,29.75034797579415,29.75034797579415,208876.02971401814,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6940,2023-10-17 03:00:00,2023-10-17,10,Tuesday,2,3,65,72.185904,30.4759662191062,30.4759662191062,208906.50568023723,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6941,2023-10-17 04:00:00,2023-10-17,10,Tuesday,2,4,65,73.90461599999999,31.201584462418253,31.201584462418253,208937.70726469965,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6942,2023-10-17 05:00:00,2023-10-17,10,Tuesday,2,5,65,73.90461599999999,31.201584462418253,31.201584462418253,208968.90884916208,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6943,2023-10-17 06:00:00,2023-10-17,10,Tuesday,2,6,65,76.48268399999999,32.29001182738633,32.29001182738633,209001.19886098948,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6944,2023-10-17 07:00:00,2023-10-17,10,Tuesday,2,7,65,77.34204,32.652820949042365,32.652820949042365,209033.8516819385,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6945,2023-10-17 08:00:00,2023-10-17,10,Tuesday,2,8,65,79.060752,33.37843919235441,33.37843919235441,209067.23012113085,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6946,2023-10-17 09:00:00,2023-10-17,10,Tuesday,2,9,65,80.77946399999999,34.10405743566647,34.10405743566647,209101.33417856653,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6947,2023-10-17 10:00:00,2023-10-17,10,Tuesday,2,10,65,82.498176,34.829675678978525,34.829675678978525,209136.1638542455,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6948,2023-10-17 11:00:00,2023-10-17,10,Tuesday,2,11,65,81.63882,34.46686655732249,34.46686655732249,209170.63072080282,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6949,2023-10-17 12:00:00,2023-10-17,10,Tuesday,2,12,65,80.77946399999999,34.10405743566647,34.10405743566647,209204.7347782385,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6950,2023-10-17 13:00:00,2023-10-17,10,Tuesday,2,13,65,79.060752,33.37843919235441,33.37843919235441,209238.11321743083,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6951,2023-10-17 14:00:00,2023-10-17,10,Tuesday,2,14,65,77.34204,32.652820949042365,32.652820949042365,209270.76603837986,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6952,2023-10-17 15:00:00,2023-10-17,10,Tuesday,2,15,65,77.34204,32.652820949042365,32.652820949042365,209303.4188593289,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6953,2023-10-17 16:00:00,2023-10-17,10,Tuesday,2,16,65,79.060752,33.37843919235441,33.37843919235441,209336.79729852124,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6954,2023-10-17 17:00:00,2023-10-17,10,Tuesday,2,17,65,85.9356,36.28091216560262,36.28091216560262,209373.07821068683,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6955,2023-10-17 18:00:00,2023-10-17,10,Tuesday,2,18,65,85.9356,36.28091216560262,36.28091216560262,209409.35912285242,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6956,2023-10-17 19:00:00,2023-10-17,10,Tuesday,2,19,65,85.9356,36.28091216560262,36.28091216560262,209445.640035018,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6957,2023-10-17 20:00:00,2023-10-17,10,Tuesday,2,20,65,83.35753199999999,35.192484800634546,35.192484800634546,209480.83251981865,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6958,2023-10-17 21:00:00,2023-10-17,10,Tuesday,2,21,65,79.920108,33.74124831401044,33.74124831401044,209514.57376813266,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6959,2023-10-17 22:00:00,2023-10-17,10,Tuesday,2,22,65,71.326548,30.11315709745018,30.11315709745018,209544.6869252301,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6960,2023-10-17 23:00:00,2023-10-17,10,Tuesday,2,23,65,71.326548,30.11315709745018,30.11315709745018,209574.80008232757,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6961,2023-10-18 00:00:00,2023-10-18,10,Wednesday,3,0,66,66.99647999999999,28.285057720950952,28.285057720950952,209603.08514004853,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6962,2023-10-18 01:00:00,2023-10-18,10,Wednesday,3,1,66,67.833936,28.638620942462843,28.638620942462843,209631.72376099098,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6963,2023-10-18 02:00:00,2023-10-18,10,Wednesday,3,2,66,68.671392,28.99218416397473,28.99218416397473,209660.71594515495,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6964,2023-10-18 03:00:00,2023-10-18,10,Wednesday,3,3,66,70.34630399999999,29.6993106069985,29.6993106069985,209690.41525576194,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6965,2023-10-18 04:00:00,2023-10-18,10,Wednesday,3,4,66,72.021216,30.406437050022276,30.406437050022276,209720.82169281197,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6966,2023-10-18 05:00:00,2023-10-18,10,Wednesday,3,5,66,72.021216,30.406437050022276,30.406437050022276,209751.228129862,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6967,2023-10-18 06:00:00,2023-10-18,10,Wednesday,3,6,66,74.53358399999999,31.467126714557935,31.467126714557935,209782.69525657655,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6968,2023-10-18 07:00:00,2023-10-18,10,Wednesday,3,7,66,75.37104,31.820689936069826,31.820689936069826,209814.51594651263,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6969,2023-10-18 08:00:00,2023-10-18,10,Wednesday,3,8,66,77.04595199999999,32.52781637909359,32.52781637909359,209847.04376289173,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6970,2023-10-18 09:00:00,2023-10-18,10,Wednesday,3,9,66,78.72086399999999,33.234942822117375,33.234942822117375,209880.27870571383,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6971,2023-10-18 10:00:00,2023-10-18,10,Wednesday,3,10,66,80.395776,33.94206926514114,33.94206926514114,209914.22077497898,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6972,2023-10-18 11:00:00,2023-10-18,10,Wednesday,3,11,66,79.55832,33.58850604362926,33.58850604362926,209947.8092810226,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6973,2023-10-18 12:00:00,2023-10-18,10,Wednesday,3,12,66,78.72086399999999,33.234942822117375,33.234942822117375,209981.0442238447,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6974,2023-10-18 13:00:00,2023-10-18,10,Wednesday,3,13,66,77.04595199999999,32.52781637909359,32.52781637909359,210013.5720402238,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6975,2023-10-18 14:00:00,2023-10-18,10,Wednesday,3,14,66,75.37104,31.820689936069826,31.820689936069826,210045.3927301599,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6976,2023-10-18 15:00:00,2023-10-18,10,Wednesday,3,15,66,75.37104,31.820689936069826,31.820689936069826,210077.21342009597,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6977,2023-10-18 16:00:00,2023-10-18,10,Wednesday,3,16,66,77.04595199999999,32.52781637909359,32.52781637909359,210109.74123647506,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6978,2023-10-18 17:00:00,2023-10-18,10,Wednesday,3,17,66,83.7456,35.35632215118869,35.35632215118869,210145.09755862626,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6979,2023-10-18 18:00:00,2023-10-18,10,Wednesday,3,18,66,83.7456,35.35632215118869,35.35632215118869,210180.45388077747,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6980,2023-10-18 19:00:00,2023-10-18,10,Wednesday,3,19,66,83.7456,35.35632215118869,35.35632215118869,210215.81020292867,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6981,2023-10-18 20:00:00,2023-10-18,10,Wednesday,3,20,66,81.233232,34.295632486653034,34.295632486653034,210250.1058354153,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6982,2023-10-18 21:00:00,2023-10-18,10,Wednesday,3,21,66,77.883408,32.88137960060549,32.88137960060549,210282.98721501592,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6983,2023-10-18 22:00:00,2023-10-18,10,Wednesday,3,22,66,69.508848,29.345747385486614,29.345747385486614,210312.33296240141,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6984,2023-10-18 23:00:00,2023-10-18,10,Wednesday,3,23,66,69.508848,29.345747385486614,29.345747385486614,210341.6787097869,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6985,2023-10-19 00:00:00,2023-10-19,10,Thursday,4,0,67,70.08,29.586880461245773,29.586880461245773,210371.26559024816,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6986,2023-10-19 01:00:00,2023-10-19,10,Thursday,4,1,67,70.956,29.956716467011343,29.956716467011343,210401.22230671518,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6987,2023-10-19 02:00:00,2023-10-19,10,Thursday,4,2,67,71.832,30.32655247277691,30.32655247277691,210431.54885918795,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6988,2023-10-19 03:00:00,2023-10-19,10,Thursday,4,3,67,73.584,31.06622448430806,31.06622448430806,210462.61508367225,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6989,2023-10-19 04:00:00,2023-10-19,10,Thursday,4,4,67,75.336,31.805896495839203,31.805896495839203,210494.4209801681,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6990,2023-10-19 05:00:00,2023-10-19,10,Thursday,4,5,67,75.336,31.805896495839203,31.805896495839203,210526.22687666395,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6991,2023-10-19 06:00:00,2023-10-19,10,Thursday,4,6,67,77.964,32.91540451313592,32.91540451313592,210559.14228117708,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6992,2023-10-19 07:00:00,2023-10-19,10,Thursday,4,7,67,78.84,33.28524051890149,33.28524051890149,210592.42752169596,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6993,2023-10-19 08:00:00,2023-10-19,10,Thursday,4,8,67,80.592,34.02491253043264,34.02491253043264,210626.4524342264,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6994,2023-10-19 09:00:00,2023-10-19,10,Thursday,4,9,67,82.344,34.76458454196378,34.76458454196378,210661.21701876837,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6995,2023-10-19 10:00:00,2023-10-19,10,Thursday,4,10,67,84.096,35.504256553494926,35.504256553494926,210696.72127532185,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6996,2023-10-19 11:00:00,2023-10-19,10,Thursday,4,11,67,83.22,35.13442054772935,35.13442054772935,210731.85569586957,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6997,2023-10-19 12:00:00,2023-10-19,10,Thursday,4,12,67,82.344,34.76458454196378,34.76458454196378,210766.62028041153,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6998,2023-10-19 13:00:00,2023-10-19,10,Thursday,4,13,67,80.592,34.02491253043264,34.02491253043264,210800.64519294197,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
6999,2023-10-19 14:00:00,2023-10-19,10,Thursday,4,14,67,78.84,33.28524051890149,33.28524051890149,210833.93043346086,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
